# Simulation 1 (Up to date)
# 1008 data points written for 16 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Lateral velocity (ft/s),Lateral acceleration (G),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-0.43195,0,0.43195,0,0,423343,161.7,0,0.62813,0,0.51812,0.052058,0.057949
0.01,0,0,0.70218,0,0.70218,0,0,421804,485.1,0,0.62854,0,0.51853,0.052058,0.057949
0.02,0.00113,0.22602,1.8369,0.22602,1.8369,0,0,420525,808.49,2.7874e-6,0.62888,6.7503e-5,0.51887,0.052058,0.057949
0.03,0.006346,0.81721,2.9722,0.81721,2.9722,0,0,422129,1131.9,1.2484e-4,0.62845,0.0030004,0.51844,0.052058,0.057949
0.04,0.0193,1.7737,4.108,1.7737,4.108,0,0,433045,1455.3,0.0011578,0.62559,0.026441,0.51558,0.052058,0.057949
0.05,0.043647,3.0957,5.2442,3.0957,5.2442,0,0,462425,1778.7,0.005313,0.61835,0.10641,0.50834,0.052059,0.057949
# Event LIFTOFF occurred at t=0.06 seconds
0.06,0.083042,4.7834,6.3809,4.7834,6.3809,0,0,518925,2102.1,0.016115,0.60599,0.2563,0.49598,0.052059,0.05795
0.07,0.14114,6.8368,7.5181,6.8368,7.5181,0,0,608289,2425.5,0.037171,0.58968,0.43022,0.47967,0.052059,0.057951
0.08,0.22161,9.2562,8.301,9.2562,8.301,0,0,731684,2647.8,0.071068,0.57172,0.56851,0.46171,0.05206,0.057953
0.09,0.32753,11.928,8.3529,11.928,8.3529,0,0,881135,2661.9,0.11722,0.55464,0.64656,0.44463,0.052062,0.057956
0.1,0.46024,14.616,8.3838,14.616,8.3838,0,0,1039591,2669.5,0.1708,0.54023,0.67681,0.43021,0.052063,0.05796
0.11,0.6199,17.315,8.4149,17.315,8.4149,0,0,1203799,2677.2,0.23051,0.52804,0.68121,0.41801,0.052065,0.057964
0.12,0.80659,20.023,8.4461,20.023,8.4461,0,0,1371733,2684.9,0.29564,0.51761,0.67288,0.40757,0.052068,0.05797
0.13,1.0204,22.742,8.4772,22.742,8.4772,0,0,1542401,2692.6,0.36446,0.50857,0.65608,0.39853,0.052071,0.057976
0.14,1.2615,25.47,8.5084,25.47,8.5084,0,0,1715190,2700.3,0.43605,0.50065,0.63477,0.39059,0.052074,0.057983
0.15,1.5299,28.209,8.5395,28.209,8.5395,0,0,1889703,2708,0.51147,0.49363,0.61338,0.38356,0.052077,0.05799
0.16,1.8257,30.958,8.5707,30.958,8.5707,0,0,2065946,2715.7,0.59197,0.48733,0.59396,0.37725,0.052081,0.057999
0.17,2.1491,33.716,8.6019,33.716,8.6019,0,0,2243416,2723.4,0.67753,0.48165,0.57651,0.37156,0.052085,0.058008
0.18,2.5001,36.485,8.6331,36.485,8.6331,0,0,2421990,2731.1,0.76847,0.47649,0.56101,0.36638,0.05209,0.058018
0.19,2.8788,39.264,8.6643,39.264,8.6643,0,0,2601577,2738.8,0.86498,0.47177,0.54729,0.36164,0.052095,0.058029
0.2,3.2854,42.053,8.6955,42.053,8.6955,0,0,2782108,2746.4,0.96723,0.46742,0.53514,0.35728,0.052101,0.058041
0.21,3.7199,44.851,8.7267,44.851,8.7267,0,0,2964304,2754.1,1.0786,0.46338,0.52564,0.35322,0.052106,0.058054
0.22,4.1825,47.66,8.758,47.66,8.758,0,0,3147272,2761.8,1.1984,0.4605,0.5181,0.35032,0.052113,0.058067
0.23,4.6732,50.479,8.7892,50.479,8.7892,0,0,3330993,2769.5,1.3278,0.45884,0.51245,0.34863,0.052119,0.058082
0.24,5.1921,53.308,8.8203,53.308,8.8203,0,0,3515451,2777.2,1.4642,0.45728,0.50735,0.34705,0.052126,0.058097
0.25,5.7394,56.147,8.8404,56.147,8.8404,0,0,3700630,2781.7,1.6078,0.45581,0.50275,0.34557,0.052134,0.058114
0.26,6.3151,58.993,8.8531,58.993,8.8531,0,0,3885421,2784.2,1.7531,0.45444,0.49728,0.34417,0.052142,0.058131
0.27,6.9193,61.842,8.8658,61.842,8.8658,0,0,4070599,2786.6,1.9052,0.45315,0.49235,0.34285,0.05215,0.058149
0.28,7.5519,64.696,8.8785,64.696,8.8785,0,0,4256150,2789,2.064,0.45193,0.48789,0.34161,0.052158,0.058168
0.29,8.2132,67.553,8.8911,67.553,8.8911,0,0,4442057,2791.4,2.2296,0.45078,0.48384,0.34043,0.052167,0.058187
0.3,8.903,70.415,8.9038,70.415,8.9038,0,0,4628309,2793.8,2.4021,0.44968,0.48015,0.3393,0.052177,0.058208
0.31,9.6215,73.281,8.9165,73.281,8.9165,0,0,4815376,2796.3,2.5854,0.44864,0.47742,0.33822,0.052187,0.05823
# Event LAUNCHROD occurred at t=0.32 seconds
0.32,10.369,76.151,8.9291,76.151,8.9291,0,0.019001,5002734,2799.3,2.7758,0.44765,0.4749,0.3372,0.052197,0.058252
0.335,11.543,80.463,8.949,80.463,8.949,0.0094318,0.020072,5284237,2803.8,3.0741,0.44624,0.47139,0.33574,0.052213,0.058287
0.3575,13.427,86.948,8.9788,86.948,8.9788,0.024557,0.021837,5707937,2810.7,3.5544,0.4443,0.4671,0.33372,0.052239,0.058344
0.39125,16.526,96.713,9.0228,96.713,9.0228,0.050048,0.025076,6346784,2820.1,4.352,0.44172,0.46255,0.331,0.052282,0.058438
0.44125,21.725,111.26,9.0693,111.26,9.0694,0.093446,0.028592,7297198,2827.4,5.6736,0.43845,0.45612,0.3275,0.052355,0.058597
0.49125,27.653,125.88,9.1122,125.88,9.1123,0.1394,0.027797,8249502,2834.1,7.1339,0.43572,0.4487,0.3245,0.052438,0.058778
0.54125,34.314,140.56,9.1545,140.56,9.1545,0.1833,0.026744,9207340,2840.7,8.788,0.43339,0.44367,0.32187,0.052531,0.058982
0.59125,41.711,155.32,9.1842,155.32,9.1842,0.22494,0.024705,1.017e7,2844,10.63,0.43138,0.43984,0.31953,0.052636,0.059211
0.64125,49.847,170.12,9.2069,170.12,9.207,0.26113,0.019737,11134428,2845.4,12.643,0.42963,0.43634,0.31742,0.052751,0.059463
0.69125,58.724,184.96,9.2292,184.96,9.2292,0.28573,0.010076,1.21e7,2846.8,14.818,0.4282,0.43297,0.31558,0.052877,0.059738
0.74125,68.343,199.83,9.2505,199.83,9.2505,0.29388,1.5469e-5,13068667,2848.1,17.195,0.42695,0.43062,0.3139,0.053015,0.060037
0.79125,78.708,214.74,9.2702,214.74,9.2702,0.28517,0.01111,14039247,2849.1,19.767,0.42586,0.42886,0.31234,0.053163,0.060361
0.84125,89.818,229.68,9.2893,229.68,9.2893,0.25603,0.02574,15010979,2850.1,22.517,0.42491,0.42724,0.31088,0.053322,0.060708
0.89125,101.68,244.65,9.3079,244.65,9.308,0.19975,0.044914,15983614,2851.2,25.444,0.42408,0.42571,0.30951,0.053492,0.06108
0.94125,114.28,259.65,9.3258,259.65,9.326,0.11131,0.065155,16957844,2852.2,28.57,0.42336,0.42457,0.30821,0.053674,0.061476
0.99125,127.64,274.67,9.3431,274.67,9.3435,0.012102,0.088833,17933001,2853.3,31.883,0.42274,0.42357,0.30698,0.053867,0.061897
1.0413,141.75,289.73,9.3598,289.73,9.3605,0.17752,0.11745,18908702,2854.4,35.381,0.42221,0.42268,0.3058,0.054071,0.062342
1.0913,156.61,304.81,9.378,304.81,9.3792,0.393,0.15101,19884854,2856.1,39.071,0.42176,0.42194,0.30467,0.054287,0.062811
1.1413,172.23,319.92,9.3968,319.92,9.3986,0.66389,0.18574,20862096,2858.1,42.967,0.4214,0.42143,0.30358,0.054514,0.063306
1.1913,188.61,335.06,9.4148,335.06,9.4174,0.99124,0.22117,2.184e7,2860.2,47.068,0.4211,0.4211,0.30252,0.054753,0.063825
1.2413,205.74,350.23,9.4285,350.23,9.432,1.3747,0.25498,2.282e7,2861.3,51.375,0.42087,0.42089,0.3015,0.055004,0.064371
1.2913,223.63,365.42,9.4338,365.42,9.438,1.8093,0.28412,2.38e7,2860.3,55.883,0.42071,0.42075,0.3005,0.055266,0.064941
1.3413,242.28,380.61,9.4379,380.62,9.4432,2.2918,0.31562,24778941,2859.2,60.587,0.42061,0.42068,0.29953,0.055541,0.065537
1.3913,261.69,395.82,9.4407,395.83,9.4472,2.8287,0.35159,25756400,2858.1,65.495,0.42057,0.42074,0.29859,0.055826,0.066156
1.4413,281.86,411.02,9.44,411.04,9.4477,3.4205,0.38223,26733182,2856.1,70.598,0.42058,0.42083,0.29766,0.056123,0.066801
1.4913,302.79,426.23,9.4378,426.25,9.4468,4.0607,0.41266,27708037,2854,75.903,0.42065,0.421,0.29675,0.056431,0.06747
1.5413,324.49,441.43,9.435,441.45,9.4451,4.7449,0.43552,28681495,2851.9,81.396,0.42077,0.42117,0.29585,0.056751,0.068163
1.5913,346.94,456.63,9.4325,456.66,9.443,5.455,0.44421,29654111,2849.9,87.066,0.42093,0.42126,0.29497,0.057083,0.068882
1.6413,370.15,471.82,9.4292,471.86,9.4405,6.1826,0.46042,30623068,2848,92.95,0.42115,0.42153,0.2941,0.057425,0.069623
1.6913,394.12,487,9.4257,487.05,9.4371,6.9284,0.46297,31590696,2846.1,99.013,0.42141,0.42175,0.29324,0.05778,0.07039
1.7413,418.85,502.18,9.4196,502.24,9.4306,7.6683,0.45424,32556504,2843.5,105.26,0.42171,0.42197,0.29239,0.058146,0.071181
1.7913,444.34,517.35,9.4071,517.42,9.4175,8.3919,0.44361,33518990,2839.5,111.71,0.42206,0.42226,0.29154,0.058523,0.071995
1.8413,470.58,532.5,9.3936,532.58,9.4034,9.0947,0.42767,34477864,2835.4,118.35,0.42245,0.42261,0.29071,0.05891,0.072832
1.8913,497.59,547.63,9.3789,547.72,9.3872,9.7606,0.39664,35434135,2831,125.17,0.42288,0.42295,0.28988,0.05931,0.073694
1.9413,525.35,562.74,9.3527,562.83,9.3597,10.371,0.36052,36386562,2823.9,132.19,0.42335,0.42337,0.28906,0.05972,0.074578
1.9913,553.86,577.8,9.3229,577.9,9.3284,10.921,0.32074,37334031,2816.1,139.41,0.42386,0.42386,0.28824,0.06014,0.075484
2.0413,583.12,592.81,9.2923,592.92,9.2962,11.399,0.27064,38277166,2808.3,146.82,0.42441,0.42444,0.28742,0.060572,0.076412
2.0913,613.14,607.77,9.2522,607.88,9.255,11.801,0.22965,39214078,2798.3,154.42,0.42499,0.42508,0.28661,0.061013,0.07736
2.1413,643.9,622.67,9.2039,622.78,9.2059,12.142,0.19466,40144605,2786.6,162.19,0.4256,0.42576,0.28581,0.061463,0.078329
2.1913,675.4,637.48,9.1542,637.6,9.1559,12.44,0.1775,41067102,2774.9,170.1,0.42625,0.42643,0.28501,0.061923,0.079315
2.2413,707.65,652.22,9.0984,652.34,9.1001,12.726,0.17899,41981648,2761.9,178.14,0.42692,0.42708,0.28421,0.06239,0.080319
2.2913,740.62,666.87,9.0283,666.99,9.0304,13.025,0.19324,42888209,2745.6,186.33,0.42763,0.42774,0.28342,0.062867,0.08134
2.3412,774.33,681.4,8.9562,681.53,8.9588,13.354,0.21443,43785753,2729.2,194.65,0.42836,0.42843,0.28264,0.063351,0.082376
2.3912,808.76,695.81,8.8822,695.95,8.8858,13.73,0.25413,44672799,2712.6,203.1,0.42913,0.42915,0.28186,0.063842,0.083427
2.4412,843.91,710.11,8.8011,710.25,8.8059,14.171,0.29031,45550761,2694.5,211.68,0.42991,0.42992,0.28108,0.06434,0.084492
2.4912,879.77,724.27,8.7169,724.42,8.7232,14.674,0.33276,46417590,2676,220.38,0.43072,0.43072,0.28031,0.064845,0.08557
2.5412,916.33,738.3,8.6311,738.45,8.6397,15.254,0.38651,47272049,2657.4,229.2,0.43155,0.43159,0.27954,0.065355,0.086657
2.5912,953.59,752.18,8.5448,752.35,8.5556,15.915,0.42811,48115366,2638.9,238.12,0.43241,0.43249,0.27878,0.06587,0.087755
2.6412,991.55,765.93,8.4587,766.11,8.4702,16.621,0.44148,48948112,2620.5,247.13,0.43328,0.43338,0.27802,0.06639,0.088864
2.6912,1030.2,779.54,8.3721,779.74,8.3837,17.334,0.43964,49768817,2602,256.2,0.43417,0.43427,0.27727,0.066916,0.089982
2.7412,1069.5,793.01,8.2845,793.22,8.2951,18.032,0.4207,50577480,2583.2,265.35,0.43508,0.43515,0.27653,0.067445,0.091107
2.7912,1109.5,806.34,8.1937,806.56,8.2019,18.673,0.36784,51375415,2563.6,274.55,0.436,0.43603,0.27578,0.06798,0.092242
2.8412,1150.1,819.53,8.102,819.75,8.1075,19.213,0.29913,52161437,2543.9,283.85,0.43695,0.43695,0.27504,0.068518,0.093384
2.8912,1191.4,832.56,8.0093,832.79,8.013,19.648,0.24211,52934140,2524.4,293.21,0.4379,0.43791,0.27431,0.069059,0.09453
2.9412,1233.4,845.45,7.9222,845.68,7.9243,19.992,0.18275,53695402,2506.4,302.65,0.43887,0.43892,0.27358,0.069604,0.095684
2.9912,1276,858.19,7.8353,858.43,7.8369,20.262,0.15725,54445393,2489,312.14,0.43985,0.43992,0.27286,0.070151,0.096841
3.0412,1319.2,870.79,7.7474,871.03,7.7486,20.497,0.13379,55188691,2471.5,321.72,0.44085,0.44094,0.27214,0.070702,0.098006
3.0912,1363,883.25,7.667,883.5,7.6684,20.72,0.14798,5.592e7,2456.3,331.31,0.44185,0.44193,0.27142,0.071256,0.099175
3.1412,1407.5,895.58,7.5947,895.83,7.5977,21.006,0.21268,5.664e7,2443.6,340.91,0.44287,0.44289,0.27071,0.071812,0.10035
3.1912,1452.6,907.79,7.5205,908.05,7.5265,21.418,0.29877,57348983,2430.8,350.59,0.4439,0.4439,0.27,0.072371,0.10153
3.2412,1498.3,919.88,7.3217,920.15,7.3319,21.975,0.38562,58047675,2388,360.37,0.44493,0.44498,0.26929,0.072933,0.10271
3.2912,1544.6,931.65,6.69,931.93,6.7025,22.642,0.41005,58724976,2240,370.03,0.44597,0.44605,0.2686,0.073489,0.10388
3.3412,1591.4,942.41,6.0214,942.7,6.0345,23.316,0.39687,59335317,2082.8,378.92,0.44693,0.44702,0.26797,0.074005,0.10496
3.3912,1638.8,952.09,5.3233,952.39,5.3337,23.93,0.33189,59876132,1917.9,386.94,0.44782,0.44786,0.26739,0.074476,0.10595
3.4412,1686.6,960.65,4.1352,960.96,4.1428,24.433,0.25163,60341726,1634.5,394.01,0.44861,0.44864,0.26688,0.074896,0.10683
3.4912,1734.8,967.3,2.7822,967.61,2.7849,24.775,0.12221,60687138,1311.1,399.44,0.44924,0.44924,0.26649,0.075228,0.10753
3.5412,1783.3,971.77,1.4316,972.09,1.4316,24.903,0.0021449,60894776,987.57,402.97,0.44969,0.44971,0.26623,0.075456,0.108
3.5912,1831.9,974.07,0.39276,974.39,0.40144,24.854,0.082999,60965227,738.26,404.53,0.44993,0.45,0.26609,0.075577,0.10826
3.6412,1880.7,974.71,-0.26211,975.02,0.28281,24.711,0.10621,6.093e7,580.63,404.53,0.45002,0.45009,0.26606,0.075617,0.10834
3.6912,1929.4,974.29,-0.91423,974.6,0.91813,24.569,0.08453,60829350,423.26,403.53,0.45001,0.45005,0.2661,0.075603,0.10831
3.7412,1978.1,972.82,-1.4863,973.13,1.4865,24.492,0.025579,60662328,284.57,401.57,0.44991,0.44991,0.2662,0.075538,0.10818
3.7912,2026.6,970.44,-1.74,970.75,1.74,24.487,0.003207,60441005,221.35,398.86,0.44973,0.44973,0.26635,0.07543,0.10795
3.8412,2075.1,967.65,-1.9591,967.96,1.9593,24.52,0.030274,60194332,166.11,395.8,0.44951,0.44953,0.26652,0.075301,0.10768
3.8912,2123.4,964.51,-2.171,964.82,2.1712,24.578,0.028613,59926979,112.03,392.45,0.44925,0.44928,0.26672,0.075156,0.10738
3.9412,2171.5,961.03,-2.285,961.34,2.2852,24.63,0.03085,59637720,81.168,388.79,0.44897,0.449,0.26694,0.074994,0.10704
3.9912,2219.5,957.36,-2.3595,957.68,2.3595,24.666,0.0061141,59338276,59.328,384.99,0.44868,0.44869,0.26717,0.074824,0.10668
4.0412,2267.3,953.58,-2.4331,953.9,2.4334,24.643,0.038525,59032529,37.487,381.12,0.44837,0.44837,0.26741,0.074649,0.10631
4.0912,2314.9,949.68,-2.4812,950,2.4834,24.532,0.10288,58721501,21.606,377.22,0.44806,0.44807,0.26765,0.07447,0.10594
4.1412,2362.2,945.71,-2.4948,946.02,2.498,24.342,0.12772,58404861,14.251,373.26,0.44774,0.44777,0.2679,0.074286,0.10555
4.1912,2409.4,941.71,-2.5085,942.01,2.5122,24.13,0.13466,58087930,6.9613,369.31,0.44742,0.44746,0.26815,0.074103,0.10517
4.2412,2456.4,937.68,-2.5184,937.99,2.5211,23.925,0.11716,5.777e7,0.75453,365.35,0.4471,0.44712,0.2684,0.073918,0.10478
# Event BURNOUT occurred at t=4.2912 seconds
4.2912,2503.2,933.64,-2.5062,933.95,2.5075,23.766,0.078367,57452248,0,361.4,0.44678,0.44678,0.26865,0.073734,0.10439
4.3412,2549.8,929.62,-2.4916,929.93,2.4918,23.68,0.028086,57135771,0,357.51,0.44646,0.44646,0.2689,0.073551,0.10401
4.3912,2596.2,925.63,-2.4766,925.93,2.4766,23.659,0.0017735,56822710,0,353.69,0.44615,0.44616,0.26915,0.073371,0.10363
4.4412,2642.3,921.66,-2.4618,921.96,2.4619,23.677,0.023586,56510997,0,349.92,0.44584,0.44588,0.26939,0.073192,0.10325
4.4912,2688.3,917.71,-2.4459,918.01,2.4459,23.711,0.012775,56202683,0,346.19,0.44554,0.44556,0.26964,0.073015,0.10288
4.5412,2734.1,913.79,-2.4299,914.09,2.4299,23.72,0.0016288,55895788,0,342.5,0.44523,0.44525,0.26988,0.07284,0.10251
4.5912,2779.7,909.89,-2.4138,910.2,2.4139,23.7,0.024408,55590962,0,338.85,0.44494,0.44494,0.27012,0.072667,0.10215
4.6412,2825.1,906.02,-2.3981,906.33,2.3985,23.645,0.043394,55287780,0,335.25,0.44464,0.44464,0.27036,0.072494,0.10179
4.6912,2870.3,902.17,-2.3821,902.48,2.3836,23.543,0.086243,54988557,0,331.74,0.44436,0.44437,0.2706,0.072325,0.10143
4.7412,2915.3,898.35,-2.3671,898.66,2.3693,23.387,0.10192,54691784,0,328.26,0.44407,0.44409,0.27084,0.072157,0.10107
4.7912,2960.1,894.56,-2.3528,894.86,2.3551,23.221,0.10345,54400534,0,324.84,0.44379,0.44381,0.27107,0.071991,0.10072
4.8412,3004.8,890.78,-2.3388,891.08,2.3409,23.058,0.097718,54111830,0,321.46,0.44351,0.44353,0.2713,0.071826,0.10038
4.8912,3049.2,887.03,-2.3256,887.33,2.3267,22.92,0.070808,53824520,0,318.11,0.44323,0.44323,0.27153,0.071663,0.10003
4.9412,3093.5,883.3,-2.3124,883.6,2.313,22.82,0.055456,5.354e7,0,314.83,0.44296,0.44296,0.27176,0.071502,0.099694
4.9912,3137.5,879.59,-2.2997,879.89,2.2998,22.751,0.028231,53257479,0,311.58,0.44269,0.44269,0.27199,0.071342,0.099357
5.0412,3181.4,875.9,-2.2869,876.2,2.2869,22.722,0.010729,52976868,0,308.38,0.44242,0.44243,0.27222,0.071184,0.099023
5.0912,3225.1,872.23,-2.2739,872.53,2.2739,22.711,0.0050247,52698424,0,305.22,0.44216,0.44217,0.27244,0.071028,0.098694
5.1412,3268.7,868.59,-2.2608,868.88,2.2608,22.701,0.007904,52421857,0,302.1,0.4419,0.44191,0.27266,0.070873,0.098367
5.1912,3312,864.96,-2.2478,865.26,2.2478,22.688,0.0087857,52146459,0,299.01,0.44165,0.44166,0.27288,0.070719,0.098042
5.2412,3355.2,861.36,-2.2343,861.65,2.2345,22.657,0.032621,51874104,0,295.96,0.44139,0.4414,0.2731,0.070568,0.097722
5.2912,3398.1,857.77,-2.2208,858.07,2.2217,22.582,0.061048,51603899,0,292.97,0.44115,0.44115,0.27332,0.070418,0.097406
5.3412,3440.9,854.21,-2.2078,854.51,2.2094,22.464,0.083934,51335511,0,290.02,0.4409,0.44092,0.27354,0.07027,0.097093
5.3912,3483.5,850.67,-2.1953,850.96,2.1972,22.32,0.092938,51068618,0,287.09,0.44066,0.44068,0.27375,0.070123,0.096782
5.4412,3526,847.15,-2.1833,847.44,2.1851,22.172,0.088397,50803318,0,284.19,0.44042,0.44044,0.27397,0.069977,0.096473
5.4912,3568.3,843.64,-2.1715,843.93,2.1731,22.034,0.083036,5.054e7,0,281.34,0.44018,0.4402,0.27418,0.069833,0.096169
5.5412,3610.4,840.16,-2.1606,840.45,2.1612,21.923,0.051652,50277885,0,278.49,0.43995,0.43995,0.27439,0.069689,0.095865
5.5912,3652.3,836.69,-2.1495,836.98,2.1498,21.855,0.035473,50018284,0,275.71,0.43972,0.43972,0.2746,0.069548,0.095565
5.6412,3694,833.24,-2.1387,833.53,2.1388,21.813,0.017392,4.976e7,0,272.95,0.43949,0.4395,0.27481,0.069407,0.095268
5.6912,3735.6,829.81,-2.1281,830.1,2.1281,21.801,0.0019691,49502783,0,270.23,0.43926,0.43929,0.27502,0.069268,0.094973
5.7412,3777,826.4,-2.1174,826.68,2.1174,21.817,0.016927,49246731,0,267.53,0.43904,0.43908,0.27523,0.069129,0.094679
5.7912,3818.2,823,-2.1058,823.29,2.1058,21.839,0.0064689,48993429,0,264.86,0.43882,0.43885,0.27544,0.068993,0.09439
5.8412,3859.3,819.62,-2.0941,819.91,2.0941,21.835,0.01143,48741637,0,262.22,0.4386,0.43861,0.27564,0.068857,0.094103
5.8912,3900.2,816.26,-2.0827,816.55,2.0829,21.808,0.021591,4.849e7,0,259.61,0.43839,0.43839,0.27585,0.068722,0.093817
5.9412,3940.9,812.92,-2.0714,813.21,2.0717,21.761,0.037357,48240907,0,257.02,0.43817,0.43817,0.27605,0.068589,0.093534
5.9912,3981.5,809.6,-2.06,809.89,2.0608,21.684,0.058867,47993580,0,254.48,0.43796,0.43797,0.27625,0.068457,0.093254
6.0412,4021.9,806.29,-2.0488,806.58,2.0504,21.571,0.081032,47748270,0,251.98,0.43776,0.43778,0.27645,0.068326,0.092977
6.0912,4062.1,803.01,-2.0382,803.29,2.0402,21.432,0.089614,47504067,0,249.5,0.43755,0.43758,0.27665,0.068197,0.092703
6.1412,4102.2,799.73,-2.0277,800.02,2.0301,21.28,0.098449,47262277,0,247.06,0.43735,0.43739,0.27685,0.068069,0.092431
6.1912,4142.1,796.48,-2.0178,796.76,2.0198,21.127,0.088941,47021350,0,244.63,0.43715,0.43718,0.27705,0.067942,0.092162
6.2412,4181.8,793.24,-2.0085,793.52,2.0095,21.003,0.064157,46781293,0,242.21,0.43695,0.43696,0.27724,0.067815,0.091893
6.2912,4221.4,790.02,-1.9995,790.3,1.9999,20.922,0.036077,46542693,0,239.83,0.43676,0.43676,0.27744,0.06769,0.091627
6.3412,4260.8,786.81,-1.9905,787.09,1.9906,20.881,0.016142,46306128,0,237.49,0.43657,0.43657,0.27763,0.067566,0.091364
6.3912,4300.1,783.61,-1.9818,783.89,1.9819,20.876,0.0097247,4.607e7,0,235.17,0.43637,0.43641,0.27783,0.067443,0.091102
6.4412,4339.2,780.43,-1.9724,780.71,1.9724,20.897,0.012405,45836567,0,232.88,0.43619,0.43622,0.27802,0.067321,0.090844
6.4912,4378.2,777.27,-1.9631,777.55,1.9631,20.92,0.016477,45603588,0,230.61,0.436,0.43604,0.27821,0.0672,0.090586
6.5412,4416.9,774.12,-1.9529,774.4,1.9529,20.934,0.0016694,45373218,0,228.36,0.43582,0.43584,0.2784,0.067081,0.090333
6.5912,4455.6,770.98,-1.9431,771.27,1.9431,20.919,0.015535,45143364,0,226.13,0.43564,0.43564,0.27859,0.066962,0.09008
6.6412,4494,767.87,-1.9329,768.15,1.9334,20.875,0.041259,44915782,0,223.94,0.43546,0.43546,0.27878,0.066845,0.089831
6.6912,4532.4,764.76,-1.9232,765.05,1.9242,20.793,0.059814,44689050,0,221.78,0.43528,0.43529,0.27897,0.066728,0.089583
6.7412,4570.5,761.68,-1.9138,761.96,1.9153,20.682,0.078064,44466568,0,219.66,0.43511,0.43513,0.27916,0.066613,0.089338
6.7912,4608.5,758.61,-1.9049,758.89,1.9066,20.553,0.0794,44245351,0,217.55,0.43493,0.43496,0.27934,0.066498,0.089093
6.8412,4646.4,755.55,-1.8963,755.83,1.8978,20.428,0.074256,44025471,0,215.46,0.43476,0.43479,0.27953,0.066384,0.088851
6.8912,4684.1,752.51,-1.888,752.78,1.8891,20.316,0.064426,43806977,0,213.39,0.43459,0.43461,0.27971,0.066272,0.088611
6.9412,4721.6,749.47,-1.8799,749.75,1.8806,20.222,0.052075,4.359e7,0,211.35,0.43442,0.43443,0.27989,0.06616,0.088372
6.9912,4759,746.46,-1.8718,746.73,1.8723,20.147,0.042256,43374483,0,209.33,0.43426,0.43426,0.28007,0.066049,0.088137
7.0412,4796.3,743.45,-1.8639,743.72,1.8642,20.087,0.031676,4.316e7,0,207.34,0.4341,0.4341,0.28025,0.065939,0.087903
7.0912,4833.4,740.46,-1.8565,740.73,1.8565,20.053,0.009884,42946023,0,205.36,0.43393,0.43395,0.28044,0.06583,0.08767
7.1412,4870.3,737.48,-1.8491,737.75,1.8491,20.053,0.0083378,42732865,0,203.41,0.43377,0.43381,0.28062,0.065721,0.087438
7.1912,4907.1,734.51,-1.8411,734.79,1.8412,20.071,0.01169,42521666,0,201.48,0.43362,0.43366,0.28079,0.065614,0.087209
7.2412,4943.8,731.56,-1.8327,731.83,1.8327,20.082,0.0012953,42312337,0,199.56,0.43346,0.43349,0.28097,0.065507,0.086983
7.2912,4980.3,728.61,-1.8243,728.89,1.8243,20.075,0.010716,42103873,0,197.66,0.43331,0.43332,0.28115,0.065402,0.086758
7.3412,5016.6,725.69,-1.8163,725.96,1.8163,20.055,0.011989,41895171,0,195.78,0.43316,0.43316,0.28133,0.065297,0.086533
7.3912,5052.8,722.77,-1.8078,723.05,1.8081,20.022,0.032989,41689392,0,193.92,0.43301,0.43301,0.2815,0.065193,0.086312
7.4412,5088.9,719.87,-1.7994,720.15,1.8002,19.951,0.05376,41484836,0,192.1,0.43286,0.43287,0.28168,0.065091,0.086094
7.4912,5124.8,716.98,-1.7914,717.26,1.7926,19.854,0.065378,41280832,0,190.29,0.43271,0.43274,0.28185,0.064988,0.085876
7.5412,5160.6,714.11,-1.7838,714.38,1.7851,19.745,0.068496,41077580,0,188.49,0.43257,0.4326,0.28202,0.064887,0.085659
7.5912,5196.2,711.24,-1.7763,711.51,1.7777,19.633,0.071469,40875976,0,186.72,0.43243,0.43246,0.2822,0.064787,0.085445
7.6412,5231.7,708.39,-1.7693,708.66,1.7703,19.526,0.058649,40674372,0,184.95,0.43229,0.4323,0.28237,0.064686,0.085231
7.6912,5267.1,705.55,-1.7621,705.82,1.763,19.435,0.056055,40475294,0,183.21,0.43215,0.43216,0.28254,0.064588,0.08502
7.7412,5302.3,702.72,-1.7552,702.99,1.7558,19.351,0.047409,40276973,0,181.48,0.43201,0.43202,0.28271,0.06449,0.084811
7.7912,5337.4,699.9,-1.7483,700.17,1.7488,19.279,0.042954,4.008e7,0,179.78,0.43188,0.43188,0.28288,0.064393,0.084604
7.8412,5372.3,697.1,-1.7418,697.36,1.742,19.221,0.027337,39883693,0,178.09,0.43174,0.43174,0.28305,0.064296,0.084398
7.8912,5407.1,694.3,-1.7354,694.56,1.7354,19.189,0.013327,39688096,0,176.42,0.43161,0.43162,0.28322,0.0642,0.084193
7.9412,5441.7,691.51,-1.729,691.78,1.729,19.178,0.0014075,39493429,0,174.77,0.43148,0.4315,0.28339,0.064105,0.083989
